LABEL-1,LABEL-2,LABEL-3,LABEL-4,LABEL-5
Leersia perrieri,Leersia perrieri,lperrieri,Lperr_V1.4,"GO:MF, GO:CC, GO:BP"
Phaseolus vulgaris,Phaseolus vulgaris,pvulgaris,PhaVulg1_0,"GO:MF, GO:CC, GO:BP, KEGG"
Populus trichocarpa,Populus trichocarpa,ptrichocarpa,Pop_tri_v3,"GO:MF, GO:CC, GO:BP, KEGG, WP"
Oryza glumipatula,Oryza glumipatula,oglumipatula,Oryza_glumaepatula_v1.5,"GO:MF, GO:CC, GO:BP"
Oryza nivara,Oryza nivara,onivara,Oryza_nivara_v1.0,"GO:MF, GO:CC, GO:BP"
Triticum aestivum Landmark,Triticum aestivum,talandmark,PGSBv2.0_Landmark,"GO:MF, GO:CC, GO:BP"
Triticum aestivum Lancer,Triticum aestivum,talancer,PGSBv2.0_Lancer,"GO:MF, GO:CC, GO:BP"
Oryza sativa Japonica Group,Oryza sativa Japonica Group,osativa,IRGSP-1.0,"GO:MF, GO:CC, GO:BP, KEGG, MIRNA, WP"
Dioscorea rotundata,Dioscorea cayenensis subsp. rotundata,drotundata,TDr96_F1_v2_PseudoChromosome,"GO:MF, GO:CC, GO:BP"
Hordeum vulgare TRITEX,Hordeum vulgare subsp. vulgare,hvtritex,Morex_V2_scaf,"GO:MF, GO:CC, GO:BP"
Triticum aestivum Robigus,Triticum aestivum,tarobigus,TGAC_robigus,"GO:MF, GO:CC, GO:BP"
Triticum spelta,Triticum spelta,tspelta,PGSBv2.0_Spelta,"GO:MF, GO:CC, GO:BP"
Zea mays,Zea mays,zmays,Zm-B73-REFERENCE-NAM-5.0,"GO:MF, GO:CC, GO:BP, KEGG"
Triticum aestivum Mace,Triticum aestivum,tamace,PGSBv2.0_Mace,"GO:MF, GO:CC, GO:BP"
Corchorus capsularis,Corchorus capsularis,ccapsularis,CCACVL1_1.0,"GO:MF, GO:CC, GO:BP"
Musa acuminata,Musa acuminata subsp. malaccensis,macuminata,Musa_acuminata_v2,"GO:MF, GO:CC, GO:BP, KEGG"
Triticum aestivum Sy Mattis,Triticum aestivum,tamattis,PGSBv2.0_Mattis,"GO:MF, GO:CC, GO:BP"
Triticum aestivum Paragon,Triticum aestivum,taparagon,EI_paragon,"GO:MF, GO:CC, GO:BP"
Cucumis melo,Cucumis melo,cmelo,Melonv4,"GO:MF, GO:CC, GO:BP, KEGG"
Manihot esculenta,Manihot esculenta,mesculenta,Manihot esculenta v6,"GO:MF, GO:CC, GO:BP, KEGG"
Prunus persica,Prunus persica,ppersica,Prunus_persica_NCBIv2,"GO:MF, GO:CC, GO:BP, KEGG"
Brachypodium distachyon,Brachypodium distachyon,bdistachyon,Brachypodium_distachyon_v3.0,"GO:MF, GO:CC, GO:BP, KEGG"
Nicotiana attenuata,Nicotiana attenuata,nattenuata,NIATTr2,"GO:MF, GO:CC, GO:BP, KEGG"
Oryza meridionalis,Oryza meridionalis,omeridionalis,Oryza_meridionalis_v1.3,"GO:MF, GO:CC, GO:BP"
Trifolium pratense,Trifolium pratense,tpratense,Trpr,"GO:MF, GO:CC, GO:BP"
Arabidopsis lyrata,Arabidopsis lyrata subsp. lyrata,alyrata,v.1.0,"GO:MF, GO:CC, GO:BP, KEGG"
Camelina sativa,Camelina sativa,csativa,Cs,"GO:MF, GO:CC, GO:BP, KEGG"
Cannabis sativa female,Cannabis sativa,csfemale,cs10,"GO:MF, GO:CC, GO:BP"
Selaginella moellendorffii,Selaginella moellendorffii,smoellendorffii,v1.0,"GO:MF, GO:CC, GO:BP, KEGG"
Eutrema salsugineum,Eutrema salsugineum,esalsugineum,Eutsalg1_0,"GO:MF, GO:CC, GO:BP"
Arabis alpina,Arabis alpina,aalpina,A_alpina_V4,"GO:MF, GO:CC, GO:BP"
Triticum turgidum,Triticum turgidum subsp. durum,tturgidum,svevo,"GO:MF, GO:CC, GO:BP"
Eragrostis tef,Eragrostis tef,etef,ASM97063v1,"GO:MF, GO:CC, GO:BP"
Triticum aestivum Jagger,Triticum aestivum,tajagger,PGSBv2.0_Jagger,"GO:MF, GO:CC, GO:BP"
Oryza longistaminata,Oryza longistaminata,olongistaminata,O_longistaminata_v1.0,"GO:MF, GO:CC, GO:BP"
Rosa chinensis,Rosa chinensis,rchinensis,RchiOBHm-V2,"GO:MF, GO:CC, GO:BP, KEGG"
Helianthus annuus,Helianthus annuus,hannuus,HanXRQr1.0,"GO:MF, GO:CC, GO:BP, KEGG"
Citrullus lanatus,Citrullus lanatus,clanatus,Cla97_v1,"GO:MF, GO:CC, GO:BP"
Triticum aestivum,Triticum aestivum,taestivum,IWGSC,"GO:MF, GO:CC, GO:BP"
Citrus clementina,Citrus clementina,cclementina,Citrus_clementina_v1.0,"GO:MF, GO:CC, GO:BP, KEGG"
Sorghum bicolor,Sorghum bicolor,sbicolor,Sorghum_bicolor_NCBIv3,"GO:MF, GO:CC, GO:BP, KEGG"
Theobroma cacao Belizian Criollo B97-61/B2,Theobroma cacao,tccriollo,Criollo_cocoa_genome_V2,"GO:MF, GO:CC, GO:BP, KEGG"
Aegilops tauschii,Aegilops tauschii subsp. strangulata,atauschii,Aet v4.0,"GO:MF, GO:CC, GO:BP"
Chara braunii,Chara braunii,cbraunii,Cbr_1.0,"GO:MF, GO:CC, GO:BP"
Asparagus officinalis,Asparagus officinalis,aofficinalis,Aspof.V1,"GO:MF, GO:CC, GO:BP"
Pistacia vera,Pistacia vera,pvera,PisVer_v2,"GO:MF, GO:CC, GO:BP"
Panicum hallii HAL2,Panicum hallii var. hallii,phallii,PhalliiHAL_v2.1,"GO:MF, GO:CC, GO:BP"
Panicum hallii FIL2,Panicum hallii,phfil2,PHallii_v3.1,"GO:MF, GO:CC, GO:BP"
Vigna angularis,Vigna angularis,vangularis,Vigan1.1,"GO:MF, GO:CC, GO:BP, KEGG"
Setaria italica,Setaria italica,sitalica,Setaria_italica_v2.0,"GO:MF, GO:CC, GO:BP, KEGG"
Amborella trichopoda,Amborella trichopoda,atrichopoda,AMTR1.0,"GO:MF, GO:CC, GO:BP, KEGG"
Triticum aestivum Julius,Triticum aestivum,tajulius,PGSBv2.0_Julius,"GO:MF, GO:CC, GO:BP"
Triticum dicoccoides,Triticum dicoccoides,tdicoccoides,WEWSeq v.1.0,"GO:MF, GO:CC, GO:BP"
Arabidopsis halleri,Arabidopsis halleri subsp. gemmifera,ahalleri,Ahal2.2,"GO:MF, GO:CC, GO:BP"
Oryza punctata,Oryza punctata,opunctata,Oryza_punctata_v1.2,"GO:MF, GO:CC, GO:BP"
Hordeum vulgare GoldenPromise,Hordeum vulgare subsp. vulgare,hvgoldenpromise,GPv1,"GO:MF, GO:CC, GO:BP"
Eragrostis curvula,Eragrostis curvula,ecurvula,CERZOS_E.curvula1.0,"GO:MF, GO:CC, GO:BP"
Solanum lycopersicum,Solanum lycopersicum,slycopersicum,SL3.0,"GO:MF, GO:CC, GO:BP, KEGG"
Hordeum vulgare,Hordeum vulgare subsp. vulgare,hvulgare,IBSC v2,"GO:MF, GO:CC, GO:BP"
Brassica rapa,Brassica rapa,brapa,Brapa_1.0,"GO:MF, GO:CC, GO:BP, KEGG"
Coffea canephora,Coffea canephora,ccanephora,AUK_PRJEB4211_v1,"GO:MF, GO:CC, GO:BP"
Theobroma cacao Matina 1-6,Theobroma cacao,tcacao,Theobroma_cacao_20110822,"GO:MF, GO:CC, GO:BP"
Chlamydomonas reinhardtii,Chlamydomonas reinhardtii,creinhardtii,Chlamydomonas_reinhardtii_v5.5,"GO:MF, GO:CC, GO:BP, KEGG"
Prunus dulcis,Prunus dulcis,pdulcis,ALMONDv2,"GO:MF, GO:CC, GO:BP"
Galdieria sulphuraria,Galdieria sulphuraria,gsulphuraria,ASM34128v1,"GO:MF, GO:CC, GO:BP, KEGG"
Malus domestica Golden,Malus domestica,mdgolden,ASM211411v1,"GO:MF, GO:CC, GO:BP, KEGG"
Vigna radiata,Vigna radiata var. radiata,vradiata,Vradiata_ver6,"GO:MF, GO:CC, GO:BP, KEGG"
Beta vulgaris,Beta vulgaris subsp. vulgaris,bvulgaris,RefBeet-1.2.2,"GO:MF, GO:CC, GO:BP, KEGG"
Quercus lobata,Quercus lobata,qlobata,ValleyOak3.0,"GO:MF, GO:CC, GO:BP"
Trypanosoma brucei,Trypanosoma brucei,tbrucei,TryBru_Apr2005_chr11,"GO:MF, GO:CC, GO:BP"
Plasmodium falciparum 3D7,Plasmodium falciparum 3D7,pfalciparum,ASM276v2,"GO:MF, GO:CC, GO:BP, KEGG, REAC"
Plasmodium knowlesi,Plasmodium knowlesi strain H,pknowlesi,ASM635v1,"GO:MF, GO:CC, GO:BP, KEGG"
Pythium irregulare,Globisporangium irregulare DAOM BR486,pirregulare,pir_scaffolds_v1,"GO:MF, GO:CC, GO:BP"
Albugo laibachii,Albugo laibachii Nc14,alaibachii,ENA 1,"GO:MF, GO:CC, GO:BP"
Guillardia theta CCMP2712,Guillardia theta CCMP2712,gtheta,Guith1,"GO:MF, GO:CC, GO:BP, KEGG"
Phytophthora infestans,Phytophthora infestans T30-4,pinfestans,ASM14294v1,"GO:MF, GO:CC, GO:BP, KEGG"
Pythium vexans,Phytopythium vexans DAOM BR484,pvexans,pve_scaffolds_v1,"GO:MF, GO:CC, GO:BP"
Pythium ultimum,Globisporangium ultimum DAOM BR144,pultimum,pug,"GO:MF, GO:CC, GO:BP"
Pseudo-nitzschia multistriata,Pseudo-nitzschia multistriata,pmultistriata,ASM90066040v1,"GO:MF, GO:CC, GO:BP"
Paramecium tetraurelia,Paramecium tetraurelia,ptetraurelia,ASM16542v1,"GO:MF, GO:CC, GO:BP"
Plasmodium vivax,Plasmodium vivax,pvivax,ASM241v2,"GO:MF, GO:CC, GO:BP"
Hyaloperonospora arabidopsidis,Hyaloperonospora arabidopsidis Emoy2,harabidopsidis,HyaAraEmoy2_2.0,"GO:MF, GO:CC, GO:BP"
Tetrahymena thermophila,Tetrahymena thermophila SB210,tthermophila,JCVI-TTA1-2.2,"GO:MF, GO:CC, GO:BP, KEGG"
Phaeodactylum tricornutum,Phaeodactylum tricornutum CCAP 1055/1,ptricornutum,ASM15095v2,"GO:MF, GO:CC, GO:BP, KEGG"
Phytophthora kernoviae,Phytophthora kernoviae 00238/432,pkernoviae,PhyKer238/432v1,"GO:MF, GO:CC, GO:BP"
Plasmodium chabaudi,Plasmodium chabaudi chabaudi,pchabaudi,PCHAS01,"GO:MF, GO:CC, GO:BP, KEGG"
Bigelowiella natans,Bigelowiella natans CCMP2755,bnatans,Bigna1,"GO:MF, GO:CC, GO:BP"
Pythium arrhenomanes,Pythium arrhenomanes ATCC 12531,parrhenomanes,par_scaffolds_v1,"GO:MF, GO:CC, GO:BP"
Thalassiosira pseudonana,Thalassiosira pseudonana CCMP1335,tpseudonana,ASM14940v2,"GO:MF, GO:CC, GO:BP, KEGG"
Entamoeba histolytica,Entamoeba histolytica HM-1:IMSS,ehistolytica,JCVI-ESG2-1.0,"GO:MF, GO:CC, GO:BP, KEGG"
Toxoplasma gondii ME49,Toxoplasma gondii ME49,tgondii,TGA4,"GO:MF, GO:CC, GO:BP, KEGG"
Phytophthora ramorum,Phytophthora ramorum,pramorum,ASM14973v1,"GO:MF, GO:CC, GO:BP"
Pythium aphanidermatum,Pythium aphanidermatum DAOM BR444,paphanidermatum,pag1_scaffolds_v1,"GO:MF, GO:CC, GO:BP"
Phytophthora parasitica,Phytophthora parasitica P1569,pparasitica,Phyt_para_P1569_V1,"GO:MF, GO:CC, GO:BP"
Pythium iwayamai,Globisporangium iwayamae DAOM BR242034,piwayamai,piw_scaffolds_v1,"GO:MF, GO:CC, GO:BP"
Phytophthora sojae,Phytophthora sojae,psojae,P.sojae V3.0,"GO:MF, GO:CC, GO:BP, KEGG"
Leishmania major,Leishmania major strain Friedlin,lmajor,ASM272v2,"GO:MF, GO:CC, GO:BP, KEGG"
Phytophthora lateralis,Phytophthora lateralis MPF4,plateralis,MPF4_v1.0,"GO:MF, GO:CC, GO:BP"
Plasmodium berghei,Plasmodium berghei ANKA,pberghei,PBANKA01,"GO:MF, GO:CC, GO:BP, KEGG"
Giardia lamblia,Giardia lamblia ATCC 50803,glamblia,GL2,"GO:MF, GO:CC, GO:BP, KEGG"
Emiliania huxleyi,Emiliania huxleyi CCMP1516,ehuxleyi,Emiliana huxleyi CCMP1516 main genome assembly v1.0,"GO:MF, GO:CC, GO:BP, KEGG"
Dictyostelium discoideum,Dictyostelium discoideum AX4,ddiscoideum,dicty_2.7,"GO:MF, GO:CC, GO:BP, KEGG, REAC"
